ticker,signal_date,entry_date,entry_price,exit_date,exit_price,days_held,pnl,exit_reason,win,rs
BSX,2025-01-03,2025-01-06,90.68,2025-01-10,95.48,2,0.052933,Profit Target,True,2.0359812981490366
BSX,2025-08-20,2025-08-21,105.83,2025-09-08,107.46,10,0.015402,Time Exit,True,-8.056853026866673
BX,2025-06-10,2025-06-11,144.0,2025-06-13,138.55,1,-0.037847,Stop Loss,False,-9.59678287769864
BX,2025-06-24,2025-06-25,144.33,2025-07-07,154.62,6,0.071295,Profit Target,True,-4.898959668925729
BX,2025-08-12,2025-08-13,175.9,2025-08-18,171.41,2,-0.025526,Stop Loss,False,10.271630522438734
BX,2025-08-26,2025-08-27,171.05,2025-09-03,169.45,3,-0.009354,Stop Loss,False,14.65056906327269
BX,2025-09-08,2025-09-09,172.62,2025-09-12,182.99,2,0.060074,Profit Target,True,15.624467171467483
BXP,2025-05-27,2025-05-28,67.16,2025-06-06,72.64,6,0.081596,Profit Target,True,-2.645944271918421
BXP,2025-07-10,2025-07-11,69.28,2025-07-28,71.53,10,0.032477,Time Exit,True,-4.2421748806916515
BXP,2025-10-01,2025-10-02,76.37,2025-10-07,74.9,2,-0.019248,Stop Loss,False,3.447526853238836
BXP,2025-10-22,2025-10-23,73.38,2025-10-30,70.83,4,-0.034751,Stop Loss,False,4.936316750694503
C,2025-01-03,2025-01-06,72.23,2025-01-16,77.83,6,0.07753,Profit Target,True,8.163775404885353
C,2025-08-12,2025-08-13,96.0,2025-08-18,93.35,2,-0.027604,Stop Loss,False,18.278958947799495
C,2025-08-18,2025-08-19,93.97,2025-08-21,92.85,1,-0.011919,Stop Loss,False,18.004145597053522
C,2025-10-24,2025-10-27,99.3,2025-11-11,101.64,10,0.023565,Time Exit,True,-1.3633492405597414
CAH,2025-01-03,2025-01-06,121.41,2025-01-23,129.42,10,0.065975,Time Exit,True,1.5896539561747858
CAH,2025-02-20,2025-02-21,126.91,2025-03-10,125.7,10,-0.009534,Time Exit,False,0.393856640759882
CAH,2025-02-24,2025-02-25,127.85,2025-03-11,123.62,9,-0.033086,Stop Loss,False,4.800213940529508
CAH,2025-10-17,2025-10-20,157.12,2025-10-31,192.07,8,0.222442,Profit Target,True,-4.748029461760106
CARR,2025-06-11,2025-06-12,72.29,2025-06-17,70.37,2,-0.02656,Stop Loss,False,0.5064115976825878
CAT,2025-08-22,2025-08-25,435.0,2025-09-02,413.91,4,-0.048483,Stop Loss,False,14.478461366507723
CAT,2025-09-04,2025-09-05,420.84,2025-09-18,450.96,8,0.071571,Profit Target,True,9.559152673431592
CAT,2025-09-10,2025-09-11,423.92,2025-09-19,470.26,5,0.109313,Profit Target,True,8.465844456034644
CB,2025-09-23,2025-09-24,275.56,2025-10-09,288.25,10,0.046052,Time Exit,True,-12.111720947079974
CB,2025-11-04,2025-11-05,285.51,2025-11-20,294.94,10,0.033029,Time Exit,True,0.8218497298697391
CBOE,2025-02-18,2025-02-19,207.69,2025-03-06,212.61,10,0.023689,Time Exit,True,-2.5944774051193775
CBOE,2025-05-16,2025-05-19,220.18,2025-06-04,228.29,10,0.036834,Time Exit,True,5.7071540267433996
CBOE,2025-06-12,2025-06-13,227.94,2025-07-01,233.71,10,0.025314,Time Exit,True,-2.554409478705022
CBOE,2025-06-18,2025-06-20,229.41,2025-06-30,229.49,5,0.000349,Stop Loss,True,2.4263681444689267
CBOE,2025-08-15,2025-08-18,246.91,2025-08-28,237.29,7,-0.038962,Stop Loss,False,-1.8933783552843142
CBOE,2025-08-20,2025-08-21,249.83,2025-08-26,248.78,2,-0.004203,Stop Loss,False,0.9941599457957473
CBOE,2025-08-25,2025-08-26,248.78,2025-08-28,237.29,1,-0.046185,Stop Loss,False,-0.29431840173304025
CBRE,2025-07-21,2025-07-22,142.19,2025-07-30,157.62,5,0.108517,Profit Target,True,0.09017486209503822
CBRE,2025-09-23,2025-09-24,162.73,2025-09-26,156.87,1,-0.036011,Stop Loss,False,9.051497516296902
CCEP,2025-05-21,2025-05-22,88.77,2025-06-09,92.61,10,0.043258,Time Exit,True,5.287034202610974
CCEP,2025-05-23,2025-05-27,90.84,2025-05-29,89.52,1,-0.014531,Stop Loss,False,6.234385585686352
CCEP,2025-06-30,2025-07-01,92.83,2025-07-17,95.5,10,0.028762,Time Exit,True,-11.891490412419191
CCEP,2025-07-16,2025-07-17,95.5,2025-08-01,98.24,10,0.028691,Time Exit,True,-13.582256939342674
CCEP,2025-08-01,2025-08-04,97.13,2025-08-07,89.87,2,-0.074745,Stop Loss,False,-3.9624912868556628
CCEP,2025-11-21,2025-11-24,90.54,2025-12-10,90.06,10,-0.005302,Time Exit,False,0.16222640039986747
CCEP,2025-12-12,2025-12-15,91.49,2025-12-31,91.6,10,0.001202,Time Exit,True,-1.7649148466317488
CCL,2025-08-22,2025-08-25,31.11,2025-09-10,31.57,10,0.014786,Time Exit,True,25.781492558571763
CDNS,2025-01-06,2025-01-07,307.21,2025-01-13,298.0,2,-0.029979,Stop Loss,False,6.461245347282718
CDNS,2025-06-11,2025-06-12,306.4,2025-06-16,300.69,1,-0.018636,Stop Loss,False,13.81158254259831
CDNS,2025-08-28,2025-08-29,353.6,2025-09-03,340.88,1,-0.035973,Stop Loss,False,11.451093621206399
CDNS,2025-09-04,2025-09-05,353.03,2025-09-11,342.36,3,-0.030224,Stop Loss,False,6.641754252716736
CDNS,2025-09-15,2025-09-16,350.17,2025-09-18,359.5,1,0.026644,Stop Loss,True,7.7860909441433535
CEG,2025-02-14,2025-02-18,323.84,2025-02-21,310.0,2,-0.042737,Stop Loss,False,34.12474525040141
CEG,2025-06-12,2025-06-13,297.36,2025-06-25,322.01,6,0.082896,Profit Target,True,31.30032298657497
CEG,2025-06-16,2025-06-17,307.82,2025-07-03,308.2,10,0.001235,Time Exit,True,31.58196425706741
CF,2025-01-03,2025-01-06,89.29,2025-01-10,87.4,2,-0.021167,Stop Loss,False,-1.3539741372962544
CF,2025-01-29,2025-01-30,92.03,2025-02-04,92.81,2,0.008475,Stop Loss,True,6.680459523788307
CF,2025-07-07,2025-07-08,96.26,2025-07-17,91.92,6,-0.045086,Stop Loss,False,21.886505861666873
CF,2025-07-11,2025-07-14,98.44,2025-07-16,95.81,1,-0.026717,Stop Loss,False,18.355889220325295
CF,2025-07-29,2025-07-30,93.76,2025-08-01,92.8,1,-0.010239,Stop Loss,False,5.668104794308304
CFG,2025-02-19,2025-02-20,47.53,2025-02-24,45.33,1,-0.046286,Stop Loss,False,-1.044787534816849
CFG,2025-06-16,2025-06-17,40.61,2025-06-25,42.9,4,0.05639,Profit Target,True,-7.298947888275031
CFG,2025-06-18,2025-06-20,41.47,2025-06-30,44.7,5,0.078018,Profit Target,True,-6.067008119096795
CFG,2025-08-13,2025-08-14,48.04,2025-08-28,52.12,9,0.084929,Profit Target,True,8.350648116579418
CFG,2025-10-24,2025-10-27,52.5,2025-10-29,50.3,1,-0.041905,Stop Loss,False,2.5164219259495413
CHD,2025-02-13,2025-02-14,107.02,2025-02-19,104.34,1,-0.025042,Stop Loss,False,-5.46061316425358
CHD,2025-07-17,2025-07-18,96.72,2025-08-01,93.0,9,-0.038462,Stop Loss,False,-25.683328614706202
CHRW,2025-06-27,2025-06-30,96.76,2025-07-16,98.02,10,0.013022,Time Exit,True,-14.91720732133336
CHRW,2025-07-22,2025-07-23,99.45,2025-07-31,110.47,5,0.110809,Stop Loss,True,-3.965725655500729
CHRW,2025-12-10,2025-12-11,157.37,2025-12-29,164.49,10,0.045244,Time Exit,True,12.903880480072827
CHTR,2025-06-24,2025-06-25,401.79,2025-06-27,395.69,1,-0.015182,Stop Loss,False,0.14378929073834978
CI,2025-02-18,2025-02-19,294.18,2025-02-26,310.45,4,0.055306,Profit Target,True,-12.194351803075666
CI,2025-10-14,2025-10-15,299.29,2025-10-17,291.75,1,-0.025193,Stop Loss,False,-4.613203329986515
CIEN,2025-01-21,2025-01-22,93.0,2025-01-24,99.23,1,0.066989,Profit Target,True,29.520889432586863
CIEN,2025-01-31,2025-02-03,83.41,2025-02-06,93.31,2,0.118691,Profit Target,True,32.17486798146749
CIEN,2025-02-04,2025-02-05,88.58,2025-02-07,93.23,1,0.052495,Profit Target,True,25.9200816393095
CIEN,2025-02-12,2025-02-13,90.0,2025-02-18,90.16,1,0.001778,Stop Loss,True,25.624799353841965
CIEN,2025-06-24,2025-06-25,79.75,2025-07-03,79.76,5,0.000125,Stop Loss,True,19.698749148884986
CIEN,2025-07-14,2025-07-15,82.57,2025-07-17,84.65,1,0.025191,Stop Loss,True,19.442730992340486
CIEN,2025-08-18,2025-08-19,91.01,2025-08-21,86.34,1,-0.051313,Stop Loss,False,4.414371326272026
CIEN,2025-08-27,2025-08-28,93.0,2025-09-03,93.74,2,0.007957,Stop Loss,True,2.9074328933375693
CIEN,2025-12-05,2025-12-08,205.0,2025-12-10,216.5,1,0.056098,Profit Target,True,49.34696221969246
CINF,2025-07-03,2025-07-07,148.35,2025-07-10,146.5,2,-0.012471,Stop Loss,False,-9.000774415396728
CINF,2025-08-19,2025-08-20,152.8,2025-09-05,155.78,10,0.019503,Time Exit,True,-5.990070179254703
CINF,2025-09-26,2025-09-29,157.04,2025-10-14,157.42,10,0.00242,Time Exit,True,-0.2410544790685476
CL,2025-12-15,2025-12-16,79.95,2025-12-19,78.05,2,-0.023765,Stop Loss,False,-1.9947461307858294
CMCSA,2025-06-10,2025-06-11,33.42,2025-06-17,32.76,3,-0.01963,Stop Loss,False,-6.6988101795944495
CMCSA,2025-07-14,2025-07-15,33.38,2025-07-17,32.15,1,-0.037058,Stop Loss,False,-12.63249859084532
CMCSA,2025-07-23,2025-07-24,33.57,2025-07-28,31.56,1,-0.060022,Stop Loss,False,-9.151340239290606
CME,2025-11-04,2025-11-05,266.59,2025-11-14,285.0,6,0.069057,Profit Target,True,-7.975333535195928
CMG,2025-06-16,2025-06-17,52.25,2025-07-01,56.17,8,0.075024,Profit Target,True,1.400986894880063
CMI,2025-01-07,2025-01-08,359.09,2025-01-27,360.0,10,0.002534,Time Exit,True,5.553116758083454
CMI,2025-06-03,2025-06-04,325.44,2025-06-16,322.4,7,-0.009341,Stop Loss,False,-9.25755833863886
CMI,2025-06-06,2025-06-09,328.26,2025-06-13,321.74,3,-0.019862,Stop Loss,False,-4.291891402963932
CMI,2025-06-10,2025-06-11,327.91,2025-06-13,321.74,1,-0.018816,Stop Loss,False,-6.077634042339097
CMI,2025-06-24,2025-06-25,324.06,2025-07-11,338.26,10,0.043819,Time Exit,True,-6.069501561183532
CMI,2025-09-04,2025-09-05,403.56,2025-09-09,396.68,1,-0.017048,Stop Loss,False,14.978172861068707
CMI,2025-09-10,2025-09-11,405.0,2025-09-26,417.46,10,0.030765,Time Exit,True,17.520896136886343
CMI,2025-10-29,2025-10-30,437.69,2025-11-05,429.12,3,-0.01958,Stop Loss,False,6.979770892051618
CMS,2025-11-21,2025-11-24,74.16,2025-12-03,72.9,5,-0.01699,Stop Loss,False,1.2838880803077268
CNC,2025-11-12,2025-11-13,35.8,2025-11-21,35.25,5,-0.015363,Stop Loss,False,16.034864554777094
CNP,2025-01-14,2025-01-15,32.15,2025-01-31,32.75,10,0.018662,Time Exit,True,5.594071628331165
CNP,2025-02-12,2025-02-13,32.67,2025-03-03,34.35,10,0.051423,Time Exit,True,6.9854230873422685
CNP,2025-03-07,2025-03-10,34.19,2025-03-25,35.65,10,0.042703,Time Exit,True,14.00367787635326
CNP,2025-08-20,2025-08-21,38.26,2025-08-27,37.74,3,-0.013591,Stop Loss,False,-5.903013780805866
CNP,2025-09-11,2025-09-12,38.15,2025-09-29,38.84,10,0.018086,Time Exit,True,-3.00319555801829
CNP,2025-09-17,2025-09-18,37.67,2025-09-30,39.15,7,0.039289,Profit Target,True,-4.332015625607388
CNP,2025-11-07,2025-11-10,39.18,2025-11-25,39.77,10,0.015059,Time Exit,True,-0.8945073993776864
COF,2025-01-06,2025-01-07,184.98,2025-01-10,179.09,1,-0.031841,Stop Loss,False,18.094093814240118
COF,2025-02-14,2025-02-18,203.4,2025-02-24,201.31,3,-0.010275,Stop Loss,False,6.8904951623131705
COF,2025-06-03,2025-06-04,196.14,2025-06-06,194.94,1,-0.006118,Stop Loss,False,13.046711120777598
COF,2025-06-06,2025-06-09,199.0,2025-06-16,195.01,4,-0.02005,Stop Loss,False,10.62119931626877
COF,2025-06-16,2025-06-17,195.9,2025-06-27,210.27,6,0.073354,Profit Target,True,6.1800306526148985
COF,2025-08-22,2025-08-25,221.0,2025-09-10,221.98,10,0.004434,Time Exit,True,6.602402220709647
COIN,2025-06-09,2025-06-10,258.88,2025-06-12,246.52,1,-0.047744,Stop Loss,False,33.592026514575934
COO,2025-07-29,2025-07-30,73.75,2025-08-01,70.5,1,-0.044068,Stop Loss,False,-22.535826165589445
COO,2025-11-11,2025-11-12,72.25,2025-11-17,71.52,2,-0.010104,Stop Loss,False,-9.830689016678773
COP,2025-06-26,2025-06-27,90.9,2025-07-15,94.27,10,0.037074,Time Exit,True,-22.831995004797356
COP,2025-07-01,2025-07-02,93.12,2025-07-08,92.55,2,-0.006121,Stop Loss,False,-15.633531091415298
COP,2025-07-17,2025-07-18,93.37,2025-07-22,91.25,1,-0.022705,Stop Loss,False,-15.718219724576787
COP,2025-07-22,2025-07-23,93.54,2025-08-07,92.04,10,-0.016036,Time Exit,False,-12.831534198446004
COP,2025-08-20,2025-08-21,94.76,2025-09-08,93.03,10,-0.018257,Stop Loss,False,2.9737560359531345
COR,2025-02-25,2025-02-26,249.34,2025-03-13,254.78,10,0.021818,Time Exit,True,1.9043742006269682
COR,2025-05-16,2025-05-19,291.43,2025-06-04,291.31,10,-0.000412,Time Exit,False,21.16552102481206
COR,2025-05-29,2025-05-30,290.87,2025-06-10,283.34,6,-0.025888,Stop Loss,False,14.369875178454894
COR,2025-06-05,2025-06-06,285.89,2025-06-24,292.62,10,0.02354,Time Exit,True,7.431334327143402
COR,2025-06-12,2025-06-13,295.09,2025-06-25,294.5,6,-0.001999,Stop Loss,False,4.539508318570684
COR,2025-07-03,2025-07-07,296.84,2025-07-22,292.67,10,-0.014048,Stop Loss,False,-18.128858777342405
COR,2025-07-14,2025-07-15,296.26,2025-07-22,292.67,4,-0.012118,Stop Loss,False,-14.425221342569628
COR,2025-07-16,2025-07-17,295.81,2025-07-22,292.67,2,-0.010615,Stop Loss,False,-15.542929880520994
COR,2025-09-08,2025-09-09,298.58,2025-09-16,291.55,4,-0.023545,Stop Loss,False,-6.510874783017173
COR,2025-09-23,2025-09-24,301.7,2025-09-26,301.17,1,-0.001757,Stop Loss,False,-6.491174437634184
COST,2025-02-28,2025-03-03,1051.74,2025-03-05,1033.08,1,-0.017742,Stop Loss,False,9.115272649205341
COST,2025-05-27,2025-05-28,1017.05,2025-06-12,999.0,10,-0.017747,Stop Loss,False,-4.040144029690628
COST,2025-09-08,2025-09-09,970.0,2025-09-22,947.38,8,-0.02332,Stop Loss,False,-10.544333598615419
CPAY,2025-02-18,2025-02-19,386.01,2025-02-21,368.99,1,-0.044092,Stop Loss,False,1.4375976684383174
CPAY,2025-06-06,2025-06-09,340.0,2025-06-16,326.54,4,-0.039588,Stop Loss,False,-5.901460430803485
CPAY,2025-06-30,2025-07-01,329.15,2025-07-15,326.4,8,-0.008355,Stop Loss,False,-10.652708862151927
CPB,2025-08-13,2025-08-14,32.45,2025-08-29,31.73,10,-0.022188,Stop Loss,False,-16.698566417683026
CPB,2025-08-21,2025-08-22,32.73,2025-08-27,31.95,2,-0.023831,Stop Loss,False,-11.746929851089117
CPRT,2025-09-10,2025-09-11,48.57,2025-09-16,47.53,2,-0.021412,Stop Loss,False,-7.949643833362541
CPT,2025-05-30,2025-06-02,116.52,2025-06-17,116.05,10,-0.004034,Time Exit,False,-6.466893470944712
CPT,2025-06-09,2025-06-10,118.27,2025-06-16,116.57,3,-0.014374,Stop Loss,False,-7.016798070194385
CPT,2025-12-11,2025-12-12,104.6,2025-12-30,110.01,10,0.051721,Time Exit,True,-6.998503340043449
CRH,2025-08-04,2025-08-05,97.72,2025-08-08,107.0,2,0.094965,Profit Target,True,-7.143541753811489
CRH,2025-09-11,2025-09-12,113.96,2025-09-18,111.6,3,-0.020709,Stop Loss,False,17.39990382381795
CRH,2025-09-18,2025-09-19,113.13,2025-09-26,112.7,4,-0.003801,Stop Loss,False,17.74759325663926
CRH,2025-09-26,2025-09-29,113.51,2025-10-01,119.36,1,0.051537,Profit Target,True,13.89462127984844
CRH,2025-10-23,2025-10-24,119.62,2025-10-31,116.73,4,-0.02416,Stop Loss,False,17.211059344328874
CRL,2025-06-03,2025-06-04,138.9,2025-06-10,149.4,3,0.075594,Profit Target,True,-27.25159231959805
CRL,2025-10-31,2025-11-03,178.46,2025-11-06,167.72,2,-0.060182,Stop Loss,False,14.020064941561493
CRWD,2025-01-06,2025-01-07,366.06,2025-01-10,354.91,1,-0.030459,Stop Loss,False,12.996512585798792
CRWD,2025-10-20,2025-10-21,501.24,2025-10-29,541.0,5,0.079323,Profit Target,True,1.2618180782771438
CRWD,2025-12-09,2025-12-10,516.0,2025-12-15,509.01,2,-0.013546,Stop Loss,False,12.914318670860258
CSCO,2025-01-07,2025-01-08,58.89,2025-01-27,61.39,10,0.042452,Time Exit,True,7.065255274102089
CSCO,2025-01-14,2025-01-15,59.86,2025-01-31,60.53,10,0.011193,Time Exit,True,5.222506137355176
CSCO,2025-01-30,2025-01-31,60.53,2025-02-14,63.79,9,0.053858,Profit Target,True,3.000908172166139
CSCO,2025-07-17,2025-07-18,68.78,2025-07-29,68.23,6,-0.007996,Stop Loss,False,4.975408614967036
CSCO,2025-07-23,2025-07-24,68.36,2025-08-04,67.77,6,-0.008631,Stop Loss,False,5.591860767863865
CSCO,2025-07-25,2025-07-28,67.75,2025-08-12,70.79,10,0.044871,Profit Target,True,4.096919576713076
CSCO,2025-08-06,2025-08-07,69.8,2025-08-15,68.45,5,-0.019341,Stop Loss,False,3.6859059071422173
CSCO,2025-08-28,2025-08-29,69.11,2025-09-03,68.05,1,-0.015338,Stop Loss,False,-1.0646785562259398
CSCO,2025-10-14,2025-10-15,69.31,2025-10-30,71.37,10,0.029722,Time Exit,True,-4.5728588151841665
CSX,2025-10-24,2025-10-27,36.33,2025-10-29,35.44,1,-0.024498,Stop Loss,False,-5.73258458128636
CSX,2025-10-31,2025-11-03,35.88,2025-11-07,35.16,3,-0.020067,Stop Loss,False,-5.378280576343797
CTAS,2025-07-01,2025-07-02,222.69,2025-07-07,219.34,1,-0.015043,Stop Loss,False,-4.385959739017831
CTRA,2025-02-11,2025-02-12,28.46,2025-02-14,27.73,1,-0.02565,Stop Loss,False,10.081143895088495
CTRA,2025-02-19,2025-02-20,28.57,2025-02-25,26.5,2,-0.072454,Stop Loss,False,3.1340658705349522
CTSH,2025-06-10,2025-06-11,81.27,2025-06-16,79.35,2,-0.023625,Stop Loss,False,-5.047996862979365
CTSH,2025-07-01,2025-07-02,80.3,2025-07-11,76.19,5,-0.051183,Stop Loss,False,-5.21849491679911
CTSH,2025-11-18,2025-11-19,71.97,2025-11-28,77.1,5,0.07128,Profit Target,True,-2.2149557091744487
CTVA,2025-02-14,2025-02-18,64.1,2025-02-24,63.34,3,-0.011856,Stop Loss,False,8.566181858522647
CTVA,2025-09-12,2025-09-15,73.89,2025-09-17,70.08,1,-0.051563,Stop Loss,False,-9.808467802388598
CVNA,2025-08-13,2025-08-14,346.45,2025-08-18,350.5,1,0.01169,Stop Loss,True,6.220338021638949
CVNA,2025-08-15,2025-08-18,350.5,2025-08-20,327.0,1,-0.067047,Stop Loss,False,9.42907586368995
CVNA,2025-09-29,2025-09-30,389.53,2025-10-02,400.0,1,0.026879,Stop Loss,True,2.962407559723168
CVS,2025-02-11,2025-02-12,60.61,2025-02-14,66.89,1,0.103613,Profit Target,True,-0.014575078504264205
CVS,2025-11-12,2025-11-13,79.23,2025-11-19,77.96,3,-0.016029,Stop Loss,False,6.235180084889369
CVX,2025-02-10,2025-02-11,156.35,2025-02-27,155.69,10,-0.004221,Time Exit,False,-1.0227669594242927
CVX,2025-02-13,2025-02-14,155.08,2025-03-04,151.21,10,-0.024955,Stop Loss,False,-7.525929898218076
CVX,2025-07-01,2025-07-02,147.01,2025-07-18,155.02,10,0.054486,Time Exit,True,-20.640884554484053
CVX,2025-08-05,2025-08-06,154.48,2025-08-21,152.82,10,-0.010746,Time Exit,False,-0.768942850267007
CVX,2025-08-21,2025-08-22,155.32,2025-09-09,154.91,10,-0.00264,Time Exit,False,6.221790596900423
CVX,2025-09-10,2025-09-11,156.5,2025-09-26,160.57,10,0.026006,Time Exit,True,-0.16516052023898276
CVX,2025-09-24,2025-09-25,159.44,2025-09-30,154.89,2,-0.028537,Stop Loss,False,2.314723115244832
D,2025-06-27,2025-06-30,55.51,2025-07-16,56.58,10,0.019276,Time Exit,True,-9.56638756473762
D,2025-09-18,2025-09-19,60.04,2025-10-06,61.63,10,0.026482,Time Exit,True,-0.8575875317440973
D,2025-10-10,2025-10-13,60.76,2025-10-28,60.97,10,0.003456,Time Exit,True,0.904159148340633
D,2025-10-20,2025-10-21,61.63,2025-10-24,60.96,2,-0.010871,Stop Loss,False,0.5537368408943921
D,2025-10-24,2025-10-27,60.85,2025-10-29,59.52,1,-0.021857,Stop Loss,False,-7.855695228759951
DAL,2025-06-06,2025-06-09,51.3,2025-06-12,48.49,2,-0.054776,Stop Loss,False,7.352355248421283
DAL,2025-06-26,2025-06-27,49.24,2025-07-03,50.5,3,0.025589,Stop Loss,True,6.367263835370096
DAL,2025-08-12,2025-08-13,58.22,2025-08-28,61.69,10,0.059601,Time Exit,True,6.607715181931217
DASH,2025-01-03,2025-01-06,175.0,2025-01-08,171.2,1,-0.021714,Stop Loss,False,20.08375090136443
DASH,2025-05-12,2025-05-13,192.09,2025-05-21,202.49,5,0.054141,Profit Target,True,-5.591971091979664
DASH,2025-07-18,2025-07-21,240.44,2025-07-23,240.03,1,-0.001705,Stop Loss,False,14.786893266825762
DASH,2025-08-18,2025-08-19,250.53,2025-08-21,243.47,1,-0.02818,Stop Loss,False,15.795358737232924
DASH,2025-09-08,2025-09-09,252.09,2025-09-24,266.16,10,0.055813,Time Exit,True,8.23046764118589
DASH,2025-10-13,2025-10-14,272.91,2025-10-17,263.86,2,-0.033161,Stop Loss,False,8.265223970397706
DD,2025-06-09,2025-06-10,28.82,2025-06-16,28.33,3,-0.016698,Stop Loss,False,-17.590099215956954
DD,2025-06-24,2025-06-25,28.35,2025-07-03,31.0,5,0.093418,Profit Target,True,-17.061558291791158
DD,2025-08-13,2025-08-14,30.59,2025-08-29,32.37,10,0.058132,Profit Target,True,-1.055860149820087
DD,2025-08-18,2025-08-19,30.76,2025-09-04,31.55,10,0.025571,Time Exit,True,-2.7094869733127025
DD,2025-09-29,2025-09-30,32.13,2025-10-13,31.27,8,-0.026823,Stop Loss,False,-1.3647144206670125
DD,2025-10-15,2025-10-16,33.05,2025-10-31,34.05,10,0.030127,Time Exit,True,-2.3352908477197287
DD,2025-11-21,2025-11-24,38.61,2025-12-10,40.61,10,0.0518,Time Exit,True,17.58128990384613
DDOG,2025-09-26,2025-09-29,140.17,2025-10-02,153.53,2,0.095313,Profit Target,True,-16.197778598929446
DDOG,2025-10-31,2025-11-03,163.0,2025-11-05,158.15,1,-0.029755,Stop Loss,False,17.324344564150973
DE,2025-06-16,2025-06-17,522.89,2025-06-24,518.6,3,-0.008204,Stop Loss,False,4.147092752697579
DE,2025-12-03,2025-12-04,480.99,2025-12-09,464.89,2,-0.033473,Stop Loss,False,-2.63605040670285
DECK,2025-01-03,2025-01-06,210.94,2025-01-08,205.69,1,-0.024889,Stop Loss,False,26.609912666219927
DECK,2025-01-08,2025-01-10,207.0,2025-01-14,206.75,1,-0.001208,Stop Loss,False,28.226151244939103
DECK,2025-01-16,2025-01-17,210.23,2025-02-03,174.5,9,-0.169957,Stop Loss,False,28.756925612149708
DECK,2025-08-13,2025-08-14,104.11,2025-08-26,113.51,7,0.090289,Profit Target,True,-24.83949343988111
DECK,2025-08-22,2025-08-25,108.88,2025-08-28,117.43,2,0.078527,Profit Target,True,-7.6593325375485355
DELL,2025-06-12,2025-06-13,111.35,2025-06-23,118.85,4,0.067355,Profit Target,True,8.413268064226376
DELL,2025-08-28,2025-08-29,124.03,2025-09-03,121.7,1,-0.018786,Stop Loss,False,10.052122879167769
DG,2025-02-28,2025-03-03,73.57,2025-03-05,72.63,1,-0.012777,Stop Loss,False,-3.0751694868099144
DG,2025-03-06,2025-03-07,75.57,2025-03-11,83.1,1,0.099643,Profit Target,True,-0.7823475917290157
DG,2025-07-14,2025-07-15,113.61,2025-07-17,111.11,1,-0.022005,Stop Loss,False,9.148286214169499
DGX,2025-06-06,2025-06-09,174.07,2025-06-25,179.32,10,0.03016,Time Exit,True,-5.384278433944201
DGX,2025-09-11,2025-09-12,183.24,2025-09-29,188.99,10,0.03138,Time Exit,True,-7.537805263857611
DGX,2025-09-17,2025-09-18,180.84,2025-10-03,179.94,10,-0.004977,Time Exit,False,-7.329458208814765
DGX,2025-10-10,2025-10-13,182.71,2025-10-22,184.88,6,0.011877,Profit Target,True,6.227324979983173
DGX,2025-10-14,2025-10-15,185.56,2025-10-22,184.88,4,-0.003665,Stop Loss,False,-1.2949851564710402
DHI,2025-10-03,2025-10-06,175.8,2025-10-08,161.0,1,-0.084187,Stop Loss,False,20.55817752625053
DHR,2025-07-08,2025-07-09,200.99,2025-07-15,199.41,3,-0.007861,Stop Loss,False,-7.2344684294399775
DHR,2025-08-05,2025-08-06,198.6,2025-08-20,212.2,9,0.068479,Profit Target,True,-6.368135459412061
DHR,2025-11-11,2025-11-12,215.63,2025-11-26,229.57,9,0.064648,Profit Target,True,-5.05864345762288
DHR,2025-12-10,2025-12-11,230.26,2025-12-16,228.24,2,-0.008773,Stop Loss,False,15.11885736900378
DIS,2025-02-26,2025-02-27,112.32,2025-03-05,109.34,3,-0.026531,Stop Loss,False,-4.190056317369706
DIS,2025-07-17,2025-07-18,121.97,2025-07-30,119.95,7,-0.016561,Stop Loss,False,22.839932803501917
DIS,2025-07-23,2025-07-24,122.85,2025-07-29,120.58,2,-0.018478,Stop Loss,False,21.224598281188257
DLR,2025-07-16,2025-07-17,173.0,2025-08-01,176.63,10,0.020983,Time Exit,True,-3.267750038462691
DLR,2025-10-15,2025-10-16,173.95,2025-10-20,175.74,1,0.01029,Stop Loss,True,-7.135623341456709
DLTR,2025-01-21,2025-01-22,73.86,2025-01-24,71.16,1,-0.036556,Stop Loss,False,7.202172994684752
DLTR,2025-01-27,2025-01-28,74.43,2025-02-03,71.06,3,-0.045277,Stop Loss,False,13.17629942570846
DLTR,2025-02-10,2025-02-11,73.47,2025-02-13,72.45,1,-0.013883,Stop Loss,False,17.280620933649438
DOC,2025-10-24,2025-10-27,18.75,2025-10-29,17.9,1,-0.045333,Stop Loss,False,2.9347479015256805
DOV,2025-06-10,2025-06-11,181.46,2025-06-13,177.02,1,-0.024468,Stop Loss,False,-7.2534209280320505
DOV,2025-06-16,2025-06-17,178.63,2025-06-23,174.52,2,-0.023008,Stop Loss,False,-6.800713942900227
DOV,2025-06-24,2025-06-25,180.2,2025-07-11,188.76,10,0.047503,Time Exit,True,-6.170961003266973
DPZ,2025-05-12,2025-05-13,484.0,2025-05-29,483.82,10,-0.000372,Time Exit,False,5.524215338066851
DPZ,2025-05-27,2025-05-28,484.32,2025-05-30,473.1,1,-0.023167,Stop Loss,False,-1.1112498866311826
DRI,2025-01-21,2025-01-22,186.65,2025-02-04,199.32,8,0.067881,Profit Target,True,10.52632313387405
DRI,2025-07-01,2025-07-02,218.91,2025-07-08,216.96,2,-0.008908,Stop Loss,False,-8.090079433939712
